V0,V1,V2,V3,V4,V5,V6,V7,V8,V9
-1.7754,-1.0095,-1.6455,-2.0677,-2.3595,0.25825,-0.56299,-2.4127,-0.65274,-1.1422
-0.90612,-0.26938,-1.49,-1.3517,0.36858,-1.7004,1.3039,-1.2149,2.4347,1.5999
0.33960999999999997,-1.0612,-0.42696000000000006,-1.0433,0.6064,2.5097,2.5927,2.4797,-0.53009,-1.1516
1.6929,-0.54473,-1.2466,-1.2375,-1.5456,3.0105,2.0534,3.0478,1.3107,0.83635
0.8945299999999999,1.4907,-0.016741,0.045487,-2.283,0.91317,1.4201,-1.3556,-0.74541,-0.11044000000000001
-0.82885,-0.70729,4.0533,0.9327,1.4892,-2.1764,-2.5238,-0.96275,-2.4648,-0.9333
-1.2814,-0.29076,1.3539,2.5158,-0.29585,-4.1296,-3.5698,-0.9333899999999999,-2.1502,-2.0223
2.5286,0.67992,-0.64747,0.5077,-0.49931000000000003,-1.262,-2.8505,-0.07217799999999999,-1.6344,-1.151
3.1854,1.1885,-0.19866,0.40555,0.91971,0.74635,-1.381,-0.50108,0.8402700000000001,-0.86703
-1.4868,-0.7619600000000001,-0.61803,0.42585,1.2869,-0.7721399999999999,-0.9120299999999999,-0.27685,0.015533000000000002,-0.49201999999999996
-3.3845,2.4419,1.0137,3.9738,2.7172,0.39853,-0.39175,-0.60078,3.8429,1.9679
-1.3249,4.1678,0.8491,4.0425,4.689,0.54018,2.3297,-0.23296999999999998,3.5739,2.8616
3.1174,2.826,1.9078,0.36778,1.6651,0.5859800000000001,1.1419,1.6035,1.7858,2.0284
2.7784,2.3175,0.15205,-1.4838,-1.5927,2.6633,1.3433,1.6622,2.1122,1.9154
-0.5526800000000001,0.53387,3.1159,1.3506,0.057411000000000004,2.7661,0.39079,3.7014,0.26139,1.8794
-1.8624,-1.3014,4.9584,2.9745,1.8502,-1.4988,-0.3969,2.8038,-0.020856,-0.35067
3.0199,-3.0,-1.2105,0.9304,0.35578000000000004,-0.32399,0.23744,-2.04,-1.5623,0.49199
0.5203800000000001,-1.9405,0.60009,0.85064,-0.5354899999999999,-1.4707,0.51471,0.88751,-4.3672,-1.4349
-0.72648,-1.2408,1.1921,-0.78766,0.8023399999999999,0.069262,-0.70408,1.905,-1.5831,2.1389
-1.8256,-3.7171,-2.2593,-3.1263,-2.9465,-0.60196,-0.5282,1.2613,0.19305999999999998,1.9243
0.055346000000000006,-1.1167,-4.9676,-3.6909,-0.17097,-0.9368299999999999,-0.7669199999999999,-1.1171,-0.59012,-1.214
2.0953,-1.4259,-1.8464,-1.8209,1.38,-0.6631600000000001,0.17122,-2.1328,-2.1126,-2.289
-3.6174,-1.9691,1.131,0.7228600000000001,-1.3659,-0.27703,-0.7571899999999999,-3.199,0.6373300000000001,-0.46157
-2.2321,-1.9371,-0.21381,-1.4048,-1.4341,3.6586,2.222,0.6985,4.4748,2.8049
0.9414100000000001,-1.2193,-1.818,-4.1326,-3.3698,4.4734,2.3012,2.3811,2.9828,1.0203
2.3667,1.7103,-3.8938,-2.9094,-2.1938,0.5234,1.0767,-1.4027,0.61032,0.034658
-0.15561,1.8841,-2.0773,-1.9347,-0.8834700000000001,-2.8268,1.1393,-4.2068,-1.469,-2.0356
-1.2854,4.3647,-0.337,0.5973,-1.0949,-1.4139,-0.56376,-1.5744,-0.06569900000000001,-1.7143
1.3735,2.5078,4.4154,1.6188,3.5995,-1.2233,-0.49173999999999995,1.5449,-3.3167,-1.1014
3.1623,0.9475299999999999,-0.62589,0.68608,2.6358,1.3780000000000001,1.1521,3.1136,-1.3567,-0.9955299999999999
1.9451,3.0319,-1.2093,-0.13643,0.66578,1.4126,2.6007,1.4934,-2.1359,-0.6906399999999999
0.70805,1.5157,-2.7005,0.16824,-1.9263,-3.9656,0.44916000000000006,-0.59512,-3.2841,0.41916000000000003
-3.1188,-3.6405,-2.6719999999999997,0.33853,-3.279,-1.6107,-2.7559,-1.2616,-0.25393000000000004,-0.75326
-4.6901,-3.1956,-0.52322,-2.2986,-0.6137699999999999,-0.76784,-2.1495,-1.1574,1.5121,-1.5216
-1.8754,-2.7531,-1.013,-1.1954,-0.7588199999999999,-1.3618,-2.424,-0.97495,0.61807,-0.073875
-1.7234,0.75321,-0.9502299999999999,0.7441399999999999,-1.6302,0.15481,-0.9389700000000001,-1.5363,-1.3269,-0.8379
-1.5387,2.4835,-0.093567,1.3471,0.16612000000000002,0.36723,-1.4544,-3.6234,1.3884,-1.3096
-0.94366,2.9095,1.4786,-0.16136,-0.28425,-0.57745,-0.56216,-1.4542,-2.8344,-0.66764
-0.94732,-2.1069999999999998,0.35431999999999997,-2.0805,-1.587,0.62648,-0.55708,-0.8232299999999999,-1.3576,-0.98121
0.16222999999999999,-4.2987,-0.11943,-0.66862,-0.65757,2.1976,-0.44048999999999994,-0.75461,3.1118,1.4143
1.1421,0.47362,0.70916,0.8269700000000001,1.1788,2.8866,0.6963199999999999,2.491,3.7617,1.5809
1.6737,1.5575,4.3792,2.3987,1.7595,0.91956,2.6749,3.8006,3.3138,2.9727
-0.56208,-2.0723,2.5395,1.8822,-0.15045,-2.0809,2.0336,2.3176,-0.57594,-0.59227
-2.0956,-3.0175,-0.17025,0.16843,-2.2086,-1.6913,0.68845,-3.5202,-3.5324,-3.3045
